0.93105,0.001173123,0
0.8844975,0.007513574,0
0.837945,0.013481604,0
0.7913925,0.019114457,0
0.74484,0.024421442,0
0.6982875,0.02942118,0
0.651735,0.034113672,0
0.6051825,0.038480297,0
0.55863,0.042483812,0
0.5120775,0.046105596,0
0.465525,0.049289787,0
0.41804145,0.052027074,0
0.37148895,0.054075384,0
0.32493645,0.055406786,0
0.27838395,0.055881621,0
0.25603875,0.056309904,0
0.2327625,0.056645082,0
0.20948625,0.05679405,0
0.18621,0.056673014,0
0.16293375,0.056170247,0
0.1396575,0.055155402,0
0.11638125,0.05344227,0
0.093105,0.050779467,0
0.074484,0.047679071,0
0.055863,0.043340378,0
0.0465525,0.040509986,0
0.037242,0.037074411,0
0.0279315,0.032791581,0
0.018621,0.027233213,0
0.0093105,0.019309977,0
0.00465525,0.013388499,0
0,0,0
0.00465525,-0.013388499,0
0.0093105,-0.019309977,0
0.018621,-0.027233213,0
0.0279315,-0.032791581,0
0.037242,-0.037074411,0
0.0465525,-0.040509986,0
0.055863,-0.043340378,0
0.074484,-0.047679071,0
0.093105,-0.050779467,0
0.11638125,-0.05344227,0
0.1396575,-0.055155402,0
0.16293375,-0.056170247,0
0.18621,-0.056673014,0
0.20948625,-0.05679405,0
0.2327625,-0.056645082,0
0.25603875,-0.056309904,0
0.27838395,-0.055881621,0
0.32493645,-0.055406786,0
0.37148895,-0.054075384,0
0.41804145,-0.052027074,0
0.465525,-0.049289787,0
0.5120775,-0.046105596,0
0.55863,-0.042483812,0
0.6051825,-0.038480297,0
0.651735,-0.034113672,0
0.6982875,-0.02942118,0
0.74484,-0.024421442,0
0.7913925,-0.019114457,0
0.837945,-0.013481604,0
0.8844975,-0.007513574,0
0.93105,-0.001173123,0
