Hydrogen,,,Helium,,,Nitrogen,,,Mystery Tube K,,,Mystery Tube I,,,Mercury Control,,,Mercury Clear Glasses,,,Mercury Sunglasses,,,Incandescant Bulb,,,CFL Bulb,,,Halogen Bulb,
229.276,66.86,,229.276,96.86,,229.276,58.05,,229.276,104.17,,229.276,13.13,,229.276,43.28,,229.276,55.67,,229.276,163.27,,229.276,377.57,,229.276,98.5,,229.276,285.2
229.542,4.18,,229.542,-23.13,,229.542,113.57,,229.542,-8.66,,229.542,52.53,,229.542,86.26,,229.542,-12.39,,229.542,-14.03,,229.542,275.5,,229.542,8.95,,229.542,292.36
229.809,48.95,,229.809,62.83,,229.809,124.32,,229.809,20,,229.809,72.23,,229.809,45.07,,229.809,-3.43,,229.809,7.46,,229.809,280.87,,229.809,-35.82,,229.809,220.72
230.076,-31.64,,230.076,77.16,,230.076,136.85,,230.076,41.49,,230.076,-13.73,,230.076,23.58,,230.076,41.34,,230.076,59.4,,230.076,339.97,,230.076,46.56,,230.076,247.59
230.342,13.13,,230.342,37.76,,230.342,86.71,,230.342,125.66,,230.342,-33.43,,230.342,-8.66,,230.342,-48.2,,230.342,3.88,,230.342,322.06,,230.342,8.95,,230.342,328.18
230.609,-28.06,,230.609,-24.92,,230.609,63.43,,230.609,-12.24,,230.609,-38.8,,230.609,21.79,,230.609,-30.3,,230.609,-37.31,,230.609,237.89,,230.609,-17.91,,230.609,292.36
230.875,136.7,,230.875,73.57,,230.875,79.54,,230.875,71.93,,230.875,195.8,,230.875,143.57,,230.875,96.86,,230.875,114.91,,230.875,352.5,,230.875,91.33,,230.875,356.83
231.142,38.21,,231.142,69.99,,231.142,131.48,,231.142,93.42,,231.142,47.16,,231.142,138.2,,231.142,50.29,,231.142,57.61,,231.142,254,,231.142,64.47,,231.142,295.94
231.408,47.16,,231.408,55.67,,231.408,41.94,,231.408,36.12,,231.408,25.67,,231.408,70.14,,231.408,44.92,,231.408,25.37,,231.408,295.19,,231.408,34.03,,231.408,417.72
231.675,31.04,,231.675,28.8,,231.675,52.68,,231.675,48.65,,231.675,63.28,,231.675,50.44,,231.675,-14.18,,231.675,-8.66,,231.675,268.33,,231.675,37.61,,231.675,278.03
231.941,91.93,,231.941,46.71,,231.941,72.38,,231.941,48.65,,231.941,5.97,,231.941,32.53,,231.941,80.74,,231.941,62.98,,231.941,225.35,,231.941,-12.54,,231.941,235.05
232.208,38.21,,232.208,64.62,,232.208,-26.12,,232.208,61.19,,232.208,70.44,,232.208,18.21,,232.208,7.31,,232.208,43.28,,232.208,300.57,,232.208,64.47,,232.208,267.29
232.474,108.05,,232.474,59.25,,232.474,2.54,,232.474,18.21,,232.474,13.13,,232.474,91.63,,232.474,44.92,,232.474,-6.86,,232.474,302.36,,232.474,35.82,,232.474,362.2
232.741,-6.57,,232.741,1.94,,232.741,111.78,,232.741,21.79,,232.741,81.19,,232.741,39.7,,232.741,-3.43,,232.741,34.32,,232.741,304.15,,232.741,50.14,,232.741,254.75
233.007,-20.89,,233.007,-8.81,,233.007,34.77,,233.007,-35.52,,233.007,75.81,,233.007,61.19,,233.007,-19.55,,233.007,-22.98,,233.007,291.61,,233.007,12.54,,233.007,199.23
233.274,88.35,,233.274,93.27,,233.274,120.73,,233.274,193.71,,233.274,154.61,,233.274,116.7,,233.274,39.55,,233.274,55.82,,233.274,420.56,,233.274,41.19,,233.274,288.78
233.54,57.9,,233.54,66.41,,233.54,113.57,,233.54,95.21,,233.54,50.74,,233.54,45.07,,233.54,23.43,,233.54,86.26,,233.54,354.29,,233.54,53.73,,233.54,290.57
233.807,-62.08,,233.807,7.31,,233.807,38.35,,233.807,66.56,,233.807,40,,233.807,-35.52,,233.807,-39.25,,233.807,25.37,,233.807,207.44,,233.807,-14.33,,233.807,188.49
234.073,34.62,,234.073,3.73,,234.073,50.89,,234.073,25.37,,234.073,-26.27,,234.073,62.98,,234.073,39.55,,234.073,20,,234.073,248.63,,234.073,-21.49,,234.073,263.71
234.339,16.71,,234.339,44.92,,234.339,75.96,,234.339,14.63,,234.339,20.3,,234.339,102.38,,234.339,-17.76,,234.339,27.16,,234.339,377.57,,234.339,78.8,,234.339,245.8
234.606,115.21,,234.606,5.52,,234.606,86.71,,234.606,68.35,,234.606,-11.94,,234.606,45.07,,234.606,68.2,,234.606,27.16,,234.606,316.69,,234.606,25.07,,234.606,229.68
234.872,41.79,,234.872,39.55,,234.872,68.8,,234.872,-5.07,,234.872,29.25,,234.872,16.42,,234.872,46.71,,234.872,68.35,,234.872,420.56,,234.872,41.19,,234.872,306.69
235.138,65.07,,235.138,105.81,,235.138,52.68,,235.138,70.14,,235.138,77.6,,235.138,54.02,,235.138,57.46,,235.138,37.91,,235.138,304.15,,235.138,71.63,,235.138,312.06
235.405,45.37,,235.405,132.67,,235.405,52.68,,235.405,88.05,,235.405,59.7,,235.405,18.21,,235.405,35.97,,235.405,88.05,,235.405,230.72,,235.405,10.75,,235.405,274.45
235.671,111.63,,235.671,82.53,,235.671,40.15,,235.671,-14.03,,235.671,25.67,,235.671,27.16,,235.671,-7.01,,235.671,-22.98,,235.671,313.1,,235.671,25.07,,235.671,276.24
235.937,31.04,,235.937,69.99,,235.937,81.34,,235.937,102.38,,235.937,63.28,,235.937,45.07,,235.937,25.22,,235.937,-48.05,,235.937,311.31,,235.937,116.41,,235.937,283.4
236.203,27.46,,236.203,-7.01,,236.203,83.13,,236.203,52.23,,236.203,7.76,,236.203,48.65,,236.203,-39.25,,236.203,95.21,,236.203,252.21,,236.203,85.96,,236.203,328.18
236.47,-54.92,,236.47,41.34,,236.47,34.77,,236.47,-17.61,,236.47,25.67,,236.47,23.58,,236.47,5.52,,236.47,14.63,,236.47,291.61,,236.47,-32.24,,236.47,184.91
236.736,36.41,,236.736,43.13,,236.736,-18.95,,236.736,-1.49,,236.736,31.04,,236.736,45.07,,236.736,-1.64,,236.736,68.35,,236.736,257.59,,236.736,-12.54,,236.736,254.75
237.002,-42.38,,237.002,-7.01,,237.002,93.87,,237.002,75.51,,237.002,77.6,,237.002,32.53,,237.002,62.83,,237.002,2.09,,237.002,309.52,,237.002,-19.7,,237.002,267.29
237.268,57.9,,237.268,41.34,,237.268,67.01,,237.268,37.91,,237.268,43.58,,237.268,70.14,,237.268,93.27,,237.268,39.7,,237.268,370.41,,237.268,-19.7,,237.268,238.63
237.535,20.3,,237.535,48.5,,237.535,65.22,,237.535,105.96,,237.535,40,,237.535,107.75,,237.535,-7.01,,237.535,71.93,,237.535,365.04,,237.535,17.91,,237.535,270.87
237.801,36.41,,237.801,69.99,,237.801,72.38,,237.801,55.82,,237.801,59.7,,237.801,84.47,,237.801,120.14,,237.801,129.24,,237.801,298.78,,237.801,37.61,,237.801,281.61
238.067,-26.27,,238.067,23.43,,238.067,27.61,,238.067,-46.26,,238.067,31.04,,238.067,-19.4,,238.067,34.18,,238.067,23.58,,238.067,225.35,,238.067,26.86,,238.067,299.52
238.333,91.93,,238.333,5.52,,238.333,52.68,,238.333,9.25,,238.333,108.05,,238.333,98.8,,238.333,12.69,,238.333,71.93,,238.333,329.22,,238.333,51.94,,238.333,319.22
238.599,59.7,,238.599,-5.22,,238.599,77.75,,238.599,-22.98,,238.599,4.18,,238.599,14.63,,238.599,44.92,,238.599,27.16,,238.599,262.96,,238.599,66.26,,238.599,254.75
238.865,5.97,,238.865,9.1,,238.865,-15.37,,238.865,-3.28,,238.865,23.88,,238.865,-21.19,,238.865,-51.79,,238.865,-14.03,,238.865,300.57,,238.865,-66.26,,238.865,224.31
239.131,-58.5,,239.131,-1.64,,239.131,49.1,,239.131,32.53,,239.131,23.88,,239.131,18.21,,239.131,-98.35,,239.131,21.79,,239.131,252.21,,239.131,41.19,,239.131,258.33
239.397,61.49,,239.397,61.04,,239.397,151.18,,239.397,80.89,,239.397,102.68,,239.397,41.49,,239.397,44.92,,239.397,50.44,,239.397,248.63,,239.397,75.22,,239.397,313.85
239.663,-72.83,,239.663,-5.22,,239.663,49.1,,239.663,37.91,,239.663,57.9,,239.663,-60.59,,239.663,-55.37,,239.663,-3.28,,239.663,257.59,,239.663,-8.95,,239.663,231.47
239.929,7.76,,239.929,14.48,,239.929,54.47,,239.929,32.53,,239.929,48.95,,239.929,125.66,,239.929,39.55,,239.929,20,,239.929,284.45,,239.929,-16.12,,239.929,288.78
240.195,134.91,,240.195,-32.09,,240.195,58.05,,240.195,-5.07,,240.195,41.79,,240.195,93.42,,240.195,37.76,,240.195,28.95,,240.195,296.99,,240.195,25.07,,240.195,329.97
240.462,99.09,,240.462,44.92,,240.462,93.87,,240.462,77.31,,240.462,99.09,,240.462,88.05,,240.462,75.37,,240.462,147.15,,240.462,261.17,,240.462,-17.91,,240.462,233.26
240.728,11.34,,240.728,68.2,,240.728,27.61,,240.728,55.82,,240.728,31.04,,240.728,132.82,,240.728,104.02,,240.728,46.86,,240.728,262.96,,240.728,119.99,,240.728,306.69
240.993,-15.52,,240.993,-28.5,,240.993,54.47,,240.993,48.65,,240.993,22.09,,240.993,5.67,,240.993,71.78,,240.993,23.58,,240.993,268.33,,240.993,-14.33,,240.993,222.52
241.259,77.6,,241.259,105.81,,241.259,129.69,,241.259,141.78,,241.259,93.72,,241.259,113.12,,241.259,35.97,,241.259,123.87,,241.259,420.56,,241.259,93.13,,241.259,405.18
241.525,63.28,,241.525,32.38,,241.525,145.81,,241.525,59.4,,241.525,61.49,,241.525,89.84,,241.525,-21.34,,241.525,97.01,,241.525,377.57,,241.525,87.75,,241.525,254.75
241.791,27.46,,241.791,10.89,,241.791,-4.63,,241.791,-53.43,,241.791,29.25,,241.791,12.83,,241.791,7.31,,241.791,12.83,,241.791,177,,241.791,-98.5,,241.791,199.23
242.057,7.76,,242.057,86.11,,242.057,111.78,,242.057,71.93,,242.057,74.02,,242.057,88.05,,242.057,50.29,,242.057,34.32,,242.057,298.78,,242.057,3.58,,242.057,403.39
242.323,-11.94,,242.323,69.99,,242.323,15.07,,242.323,-31.94,,242.323,7.76,,242.323,54.02,,242.323,16.27,,242.323,-35.52,,242.323,255.8,,242.323,42.98,,242.323,276.24
242.589,48.95,,242.589,-48.2,,242.589,24.03,,242.589,32.53,,242.589,-74.62,,242.589,64.77,,242.589,-109.09,,242.589,79.1,,242.589,266.54,,242.589,0,,242.589,206.4
242.855,23.88,,242.855,82.53,,242.855,84.92,,242.855,-15.82,,242.855,34.62,,242.855,88.05,,242.855,41.34,,242.855,34.32,,242.855,277.29,,242.855,37.61,,242.855,267.29
243.121,5.97,,243.121,10.89,,243.121,84.92,,243.121,41.49,,243.121,68.65,,243.121,61.19,,243.121,44.92,,243.121,2.09,,243.121,262.96,,243.121,12.54,,243.121,217.14
243.387,16.71,,243.387,-19.55,,243.387,65.22,,243.387,-57.01,,243.387,20.3,,243.387,-12.24,,243.387,-33.88,,243.387,23.58,,243.387,212.81,,243.387,-23.28,,243.387,254.75
243.652,25.67,,243.652,66.41,,243.652,81.34,,243.652,95.21,,243.652,75.81,,243.652,37.91,,243.652,25.22,,243.652,11.04,,243.652,280.87,,243.652,21.49,,243.652,306.69
243.918,5.97,,243.918,14.48,,243.918,20.45,,243.918,62.98,,243.918,59.7,,243.918,82.68,,243.918,52.08,,243.918,28.95,,243.918,325.64,,243.918,-25.07,,243.918,267.29
244.184,61.49,,244.184,-24.92,,244.184,29.4,,244.184,-3.28,,244.184,-17.31,,244.184,27.16,,244.184,-41.04,,244.184,34.32,,244.184,262.96,,244.184,-59.1,,244.184,147.3
244.45,-72.83,,244.45,-21.34,,244.45,54.47,,244.45,-14.03,,244.45,13.13,,244.45,20,,244.45,-100.14,,244.45,-35.52,,244.45,284.45,,244.45,50.14,,244.45,244.01
244.716,108.05,,244.716,147,,244.716,81.34,,244.716,129.24,,244.716,36.41,,244.716,73.72,,244.716,96.86,,244.716,32.53,,244.716,366.83,,244.716,78.8,,244.716,338.92
244.981,-2.98,,244.981,-17.76,,244.981,77.75,,244.981,34.32,,244.981,-11.94,,244.981,52.23,,244.981,-28.5,,244.981,27.16,,244.981,232.51,,244.981,32.24,,244.981,267.29
245.247,16.71,,245.247,59.25,,245.247,104.62,,245.247,3.88,,245.247,91.93,,245.247,84.47,,245.247,25.22,,245.247,21.79,,245.247,241.47,,245.247,48.35,,245.247,254.75
245.513,25.67,,245.513,25.22,,245.513,16.86,,245.513,-22.98,,245.513,31.04,,245.513,-17.61,,245.513,21.64,,245.513,-48.05,,245.513,212.81,,245.513,21.49,,245.513,299.52
245.779,2.39,,245.779,44.92,,245.779,50.89,,245.779,21.79,,245.779,-2.98,,245.779,100.59,,245.779,44.92,,245.779,0.3,,245.779,237.89,,245.779,-85.96,,245.779,240.42
246.044,113.42,,246.044,25.22,,246.044,88.5,,246.044,0.3,,246.044,54.32,,246.044,120.29,,246.044,3.73,,246.044,20,,246.044,325.64,,246.044,64.47,,246.044,244.01
246.31,97.3,,246.31,39.55,,246.31,75.96,,246.31,75.51,,246.31,170.73,,246.31,127.45,,246.31,102.23,,246.31,105.96,,246.31,345.34,,246.31,109.24,,246.31,322.8
246.576,-35.22,,246.576,43.13,,246.576,136.85,,246.576,52.23,,246.576,68.65,,246.576,122.08,,246.576,82.53,,246.576,89.84,,246.576,255.8,,246.576,7.16,,246.576,338.92
246.841,47.16,,246.841,14.48,,246.841,135.06,,246.841,32.53,,246.841,27.46,,246.841,55.82,,246.841,77.16,,246.841,82.68,,246.841,241.47,,246.841,118.2,,246.841,278.03
247.107,-2.98,,247.107,-14.18,,247.107,88.5,,247.107,36.12,,247.107,27.46,,247.107,3.88,,247.107,21.64,,247.107,7.46,,247.107,282.66,,247.107,68.05,,247.107,227.89
247.373,5.97,,247.373,10.89,,247.373,34.77,,247.373,75.51,,247.373,34.62,,247.373,-6.86,,247.373,-14.18,,247.373,-22.98,,247.373,219.98,,247.373,-75.22,,247.373,226.1
247.638,75.81,,247.638,107.6,,247.638,183.41,,247.638,174.01,,247.638,158.19,,247.638,129.24,,247.638,197.14,,247.638,159.69,,247.638,468.91,,247.638,130.73,,247.638,365.78
247.904,131.33,,247.904,95.07,,247.904,178.04,,247.904,84.47,,247.904,159.98,,247.904,132.82,,247.904,118.35,,247.904,174.01,,247.904,348.92,,247.904,118.2,,247.904,351.46
248.169,43.58,,248.169,34.18,,248.169,22.24,,248.169,27.16,,248.169,90.14,,248.169,43.28,,248.169,27.01,,248.169,30.74,,248.169,305.94,,248.169,116.41,,248.169,335.34
248.435,18.51,,248.435,-91.18,,248.435,67.01,,248.435,-21.19,,248.435,47.16,,248.435,5.67,,248.435,9.1,,248.435,36.12,,248.435,331.01,,248.435,-26.86,,248.435,256.54
248.7,34.62,,248.7,28.8,,248.7,43.73,,248.7,-44.47,,248.7,18.51,,248.7,-6.86,,248.7,-12.39,,248.7,20,,248.7,327.43,,248.7,-44.77,,248.7,213.56
248.966,0.6,,248.966,34.18,,248.966,104.62,,248.966,-33.73,,248.966,104.47,,248.966,28.95,,248.966,75.37,,248.966,118.5,,248.966,255.8,,248.966,55.52,,248.966,329.97
249.231,36.41,,249.231,18.06,,249.231,72.38,,249.231,61.19,,249.231,23.88,,249.231,30.74,,249.231,-42.83,,249.231,-53.43,,249.231,288.03,,249.231,26.86,,249.231,204.61
249.497,31.04,,249.497,87.9,,249.497,63.43,,249.497,89.84,,249.497,23.88,,249.497,50.44,,249.497,5.52,,249.497,-3.28,,249.497,345.34,,249.497,-5.37,,249.497,303.1
249.762,68.65,,249.762,86.11,,249.762,74.17,,249.762,-28.36,,249.762,56.11,,249.762,64.77,,249.762,68.2,,249.762,75.51,,249.762,332.8,,249.762,23.28,,249.762,385.48
250.028,52.53,,250.028,95.07,,250.028,45.52,,250.028,32.53,,250.028,38.21,,250.028,111.33,,250.028,75.37,,250.028,37.91,,250.028,248.63,,250.028,50.14,,250.028,356.83
250.293,91.93,,250.293,27.01,,250.293,18.65,,250.293,-19.4,,250.293,-4.78,,250.293,39.7,,250.293,35.97,,250.293,73.72,,250.293,223.56,,250.293,28.65,,250.293,279.82
250.559,-69.25,,250.559,43.13,,250.559,27.61,,250.559,34.32,,250.559,52.53,,250.559,62.98,,250.559,16.27,,250.559,16.42,,250.559,236.1,,250.559,68.05,,250.559,227.89
250.824,-38.8,,250.824,3.73,,250.824,75.96,,250.824,-33.73,,250.824,-58.5,,250.824,54.02,,250.824,5.52,,250.824,20,,250.824,182.37,,250.824,16.12,,250.824,215.35
251.09,50.74,,251.09,55.67,,251.09,124.32,,251.09,97.01,,251.09,86.56,,251.09,64.77,,251.09,121.93,,251.09,98.8,,251.09,348.92,,251.09,112.82,,251.09,367.58
251.355,86.56,,251.355,68.2,,251.355,117.15,,251.355,34.32,,251.355,74.02,,251.355,141.78,,251.355,28.8,,251.355,100.59,,251.355,309.52,,251.355,21.49,,251.355,360.41
251.62,-11.94,,251.62,66.41,,251.62,161.92,,251.62,27.16,,251.62,41.79,,251.62,59.4,,251.62,84.32,,251.62,14.63,,251.62,271.91,,251.62,60.89,,251.62,279.82
251.886,7.76,,251.886,9.1,,251.886,18.65,,251.886,-31.94,,251.886,-33.43,,251.886,43.28,,251.886,-60.74,,251.886,64.77,,251.886,261.17,,251.886,-59.1,,251.886,252.96
252.151,32.83,,252.151,104.02,,252.151,118.94,,252.151,9.25,,252.151,82.98,,252.151,45.07,,252.151,48.5,,252.151,88.05,,252.151,345.34,,252.151,159.39,,252.151,279.82
252.416,27.46,,252.416,-30.3,,252.416,117.15,,252.416,73.72,,252.416,0.6,,252.416,129.24,,252.416,-5.22,,252.416,30.74,,252.416,237.89,,252.416,21.49,,252.416,286.99
252.682,77.6,,252.682,28.8,,252.682,49.1,,252.682,61.19,,252.682,88.35,,252.682,43.28,,252.682,48.5,,252.682,97.01,,252.682,354.29,,252.682,25.07,,252.682,322.8
252.947,68.65,,252.947,93.27,,252.947,126.11,,252.947,75.51,,252.947,36.41,,252.947,66.56,,252.947,34.18,,252.947,71.93,,252.947,236.1,,252.947,62.68,,252.947,308.48
253.212,23.88,,253.212,64.62,,253.212,83.13,,253.212,34.32,,253.212,88.35,,253.212,93.42,,253.212,43.13,,253.212,3.88,,253.212,341.76,,253.212,-32.24,,253.212,365.78
253.477,54.32,,253.477,18.06,,253.477,136.85,,253.477,-8.66,,253.477,63.28,,253.477,5.67,,253.477,41.34,,253.477,64.77,,253.477,304.15,,253.477,69.84,,253.477,294.15
253.743,109.84,,253.743,120.14,,253.743,106.41,,253.743,41.49,,253.743,111.63,,253.743,129.24,,253.743,121.93,,253.743,132.82,,253.743,332.8,,253.743,100.29,,253.743,365.78
254.008,109.84,,254.008,84.32,,254.008,104.62,,254.008,16.42,,254.008,124.17,,254.008,71.93,,254.008,109.39,,254.008,88.05,,254.008,284.45,,254.008,91.33,,254.008,290.57
254.273,75.81,,254.273,55.67,,254.273,61.64,,254.273,37.91,,254.273,40,,254.273,20,,254.273,-33.88,,254.273,-74.92,,254.273,271.91,,254.273,-21.49,,254.273,222.52
254.538,79.4,,254.538,-15.97,,254.538,111.78,,254.538,122.08,,254.538,63.28,,254.538,75.51,,254.538,30.59,,254.538,59.4,,254.538,334.59,,254.538,37.61,,254.538,301.31
254.804,32.83,,254.804,39.55,,254.804,27.61,,254.804,46.86,,254.804,-49.55,,254.804,136.4,,254.804,34.18,,254.804,7.46,,254.804,334.59,,254.804,10.75,,254.804,344.29
255.069,22.09,,255.069,59.25,,255.069,136.85,,255.069,104.17,,255.069,63.28,,255.069,111.33,,255.069,120.14,,255.069,166.85,,255.069,284.45,,255.069,75.22,,255.069,340.71
255.334,0.6,,255.334,-8.81,,255.334,40.15,,255.334,37.91,,255.334,-51.34,,255.334,28.95,,255.334,-28.5,,255.334,39.7,,255.334,295.19,,255.334,25.07,,255.334,195.65
255.599,-28.06,,255.599,59.25,,255.599,18.65,,255.599,37.91,,255.599,52.53,,255.599,14.63,,255.599,18.06,,255.599,-15.82,,255.599,332.8,,255.599,17.91,,255.599,222.52
255.864,-22.68,,255.864,59.25,,255.864,50.89,,255.864,-21.19,,255.864,29.25,,255.864,77.31,,255.864,-35.67,,255.864,50.44,,255.864,359.67,,255.864,84.17,,255.864,261.91
256.129,-35.22,,256.129,71.78,,256.129,79.54,,256.129,5.67,,256.129,0.6,,256.129,-31.94,,256.129,30.59,,256.129,14.63,,256.129,313.1,,256.129,30.44,,256.129,254.75
256.394,45.37,,256.394,-67.9,,256.394,70.59,,256.394,70.14,,256.394,54.32,,256.394,48.65,,256.394,73.57,,256.394,21.79,,256.394,359.67,,256.394,5.37,,256.394,270.87
256.659,-4.78,,256.659,-19.55,,256.659,-10,,256.659,12.83,,256.659,-38.8,,256.659,-6.86,,256.659,-87.6,,256.659,-40.89,,256.659,232.51,,256.659,-119.99,,256.659,172.37
256.925,31.04,,256.925,25.22,,256.925,68.8,,256.925,55.82,,256.925,16.71,,256.925,3.88,,256.925,-32.09,,256.925,-48.05,,256.925,230.72,,256.925,-44.77,,256.925,233.26
257.19,-29.85,,257.19,14.48,,257.19,135.06,,257.19,36.12,,257.19,22.09,,257.19,43.28,,257.19,-37.46,,257.19,39.7,,257.19,153.72,,257.19,-3.58,,257.19,238.63
257.455,9.55,,257.455,123.72,,257.455,102.83,,257.455,32.53,,257.455,43.58,,257.455,105.96,,257.455,53.88,,257.455,0.3,,257.455,345.34,,257.455,-1.79,,257.455,206.4
257.72,-10.15,,257.72,93.27,,257.72,54.47,,257.72,0.3,,257.72,59.7,,257.72,86.26,,257.72,64.62,,257.72,-35.52,,257.72,246.84,,257.72,28.65,,257.72,285.2
257.985,29.25,,257.985,89.69,,257.985,90.29,,257.985,132.82,,257.985,48.95,,257.985,32.53,,257.985,-12.39,,257.985,61.19,,257.985,334.59,,257.985,23.28,,257.985,312.06
258.25,43.58,,258.25,100.44,,258.25,133.27,,258.25,39.7,,258.25,149.24,,258.25,80.89,,258.25,0.15,,258.25,-10.45,,258.25,254,,258.25,3.58,,258.25,313.85
258.515,52.53,,258.515,41.34,,258.515,29.4,,258.515,7.46,,258.515,22.09,,258.515,21.79,,258.515,69.99,,258.515,-19.4,,258.515,255.8,,258.515,66.26,,258.515,276.24
258.78,4.18,,258.78,14.48,,258.78,-26.12,,258.78,-8.66,,258.78,61.49,,258.78,-6.86,,258.78,-32.09,,258.78,-10.45,,258.78,268.33,,258.78,-25.07,,258.78,242.21
259.044,-20.89,,259.044,59.25,,259.044,97.45,,259.044,18.21,,259.044,-47.76,,259.044,-21.19,,259.044,-15.97,,259.044,-21.19,,259.044,273.7,,259.044,-25.07,,259.044,242.21
259.309,5.97,,259.309,-42.83,,259.309,32.98,,259.309,-12.24,,259.309,-38.8,,259.309,48.65,,259.309,3.73,,259.309,-40.89,,259.309,255.8,,259.309,-34.03,,259.309,249.38
259.574,45.37,,259.574,30.59,,259.574,101.03,,259.574,-5.07,,259.574,75.81,,259.574,23.58,,259.574,-33.88,,259.574,30.74,,259.574,273.7,,259.574,34.03,,259.574,235.05
259.839,54.32,,259.839,95.07,,259.839,124.32,,259.839,11.04,,259.839,7.76,,259.839,57.61,,259.839,12.69,,259.839,71.93,,259.839,377.57,,259.839,8.95,,259.839,274.45
260.104,-10.15,,260.104,-1.64,,260.104,113.57,,260.104,18.21,,260.104,88.35,,260.104,-6.86,,260.104,86.11,,260.104,37.91,,260.104,309.52,,260.104,34.03,,260.104,306.69
260.369,-8.36,,260.369,10.89,,260.369,15.07,,260.369,-8.66,,260.369,38.21,,260.369,68.35,,260.369,-37.46,,260.369,14.63,,260.369,282.66,,260.369,-77.01,,260.369,177.74
260.634,16.71,,260.634,-73.28,,260.634,79.54,,260.634,-15.82,,260.634,38.21,,260.634,-21.19,,260.634,35.97,,260.634,46.86,,260.634,262.96,,260.634,-77.01,,260.634,209.98
260.899,136.7,,260.899,100.44,,260.899,84.92,,260.899,70.14,,260.899,66.86,,260.899,138.2,,260.899,50.29,,260.899,93.42,,260.899,314.89,,260.899,46.56,,260.899,353.25
261.163,-17.31,,261.163,61.04,,261.163,24.03,,261.163,9.25,,261.163,65.07,,261.163,68.35,,261.163,34.18,,261.163,21.79,,261.163,266.54,,261.163,-59.1,,261.163,218.93
261.428,-28.06,,261.428,116.56,,261.428,58.05,,261.428,-37.31,,261.428,38.21,,261.428,36.12,,261.428,27.01,,261.428,-28.36,,261.428,275.5,,261.428,-28.65,,261.428,220.72
261.693,23.88,,261.693,10.89,,261.693,16.86,,261.693,-31.94,,261.693,77.6,,261.693,52.23,,261.693,109.39,,261.693,54.02,,261.693,288.03,,261.693,16.12,,261.693,213.56
261.958,4.18,,261.958,109.39,,261.958,106.41,,261.958,46.86,,261.958,56.11,,261.958,25.37,,261.958,34.18,,261.958,30.74,,261.958,194.91,,261.958,48.35,,261.958,244.01
262.223,5.97,,262.223,-69.69,,262.223,72.38,,262.223,11.04,,262.223,13.13,,262.223,-30.15,,262.223,-41.04,,262.223,50.44,,262.223,279.08,,262.223,23.28,,262.223,215.35
262.487,0.6,,262.487,-10.6,,262.487,-1.04,,262.487,-94.62,,262.487,54.32,,262.487,-1.49,,262.487,-26.71,,262.487,-3.28,,262.487,271.91,,262.487,32.24,,262.487,238.63
262.752,56.11,,262.752,43.13,,262.752,142.22,,262.752,-14.03,,262.752,59.7,,262.752,143.57,,262.752,109.39,,262.752,32.53,,262.752,259.38,,262.752,25.07,,262.752,342.5
263.017,22.09,,263.017,57.46,,263.017,38.35,,263.017,-1.49,,263.017,11.34,,263.017,41.49,,263.017,57.46,,263.017,2.09,,263.017,293.4,,263.017,73.43,,263.017,224.31
263.281,40,,263.281,39.55,,263.281,90.29,,263.281,-19.4,,263.281,61.49,,263.281,134.61,,263.281,84.32,,263.281,3.88,,263.281,322.06,,263.281,10.75,,263.281,294.15
263.546,2.39,,263.546,0.15,,263.546,117.15,,263.546,-30.15,,263.546,-71.04,,263.546,11.04,,263.546,57.46,,263.546,-10.45,,263.546,236.1,,263.546,-1.79,,263.546,247.59
263.811,2.39,,263.811,43.13,,263.811,72.38,,263.811,68.35,,263.811,106.26,,263.811,61.19,,263.811,-71.49,,263.811,20,,263.811,282.66,,263.811,84.17,,263.811,215.35
264.075,27.46,,264.075,62.83,,264.075,97.45,,264.075,50.44,,264.075,-37.01,,264.075,68.35,,264.075,21.64,,264.075,-5.07,,264.075,314.89,,264.075,66.26,,264.075,299.52
264.34,-19.1,,264.34,-12.39,,264.34,-8.21,,264.34,14.63,,264.34,31.04,,264.34,-14.03,,264.34,-26.71,,264.34,18.21,,264.34,218.19,,264.34,-5.37,,264.34,269.08
264.605,79.4,,264.605,-28.5,,264.605,-10,,264.605,59.4,,264.605,-11.94,,264.605,-17.61,,264.605,16.27,,264.605,5.67,,264.605,239.68,,264.605,-23.28,,264.605,226.1
264.869,82.98,,264.869,62.83,,264.869,210.28,,264.869,143.57,,264.869,147.45,,264.869,166.85,,264.869,95.07,,264.869,131.03,,264.869,336.38,,264.869,64.47,,264.869,399.81
265.134,-35.22,,265.134,16.27,,265.134,6.12,,265.134,30.74,,265.134,25.67,,265.134,-30.15,,265.134,-58.95,,265.134,-22.98,,265.134,177,,265.134,-21.49,,265.134,132.97
265.398,-40.59,,265.398,41.34,,265.398,-42.23,,265.398,-3.28,,265.398,14.92,,265.398,9.25,,265.398,-12.39,,265.398,-21.19,,265.398,214.61,,265.398,-34.03,,265.398,113.27
265.663,-13.73,,265.663,61.04,,265.663,111.78,,265.663,28.95,,265.663,38.21,,265.663,57.61,,265.663,-10.6,,265.663,12.83,,265.663,331.01,,265.663,41.19,,265.663,288.78
265.927,77.6,,265.927,80.74,,265.927,86.71,,265.927,141.78,,265.927,84.77,,265.927,134.61,,265.927,107.6,,265.927,91.63,,265.927,338.18,,265.927,168.34,,265.927,313.85
